Datum,Uhrzeit,Generation_DE MÜN GT17[MW],Generation_DE MÜN GT18[MW],Generation_DE MÜN GT16[MW],Generation_DE MÜN DT15[MW],Generation_DE MÜN DT12[MW],Generation_DE MÜN DT19 neu[MW]
22.01.2020,08:00,0,0,0,0,0,80
22.01.2020,09:00,0,0,0,0,0,81
22.01.2020,10:00,0,0,0,0,0,81
22.01.2020,11:00,0,0,0,0,0,70
22.01.2020,12:00,0,0,0,0,0,85
22.01.2020,13:00,0,0,0,0,0,90
22.01.2020,14:00,0,0,0,0,0,94
22.01.2020,15:00,0,0,0,0,0,88
22.01.2020,16:00,0,0,0,0,0,85
22.01.2020,17:00,0,0,0,0,0,86
22.01.2020,18:00,0,0,0,0,0,87
22.01.2020,19:00,0,0,0,0,0,91
22.01.2020,20:00,0,0,0,0,0,82
22.01.2020,21:00,0,0,0,0,0,62
22.01.2020,22:00,0,0,0,0,0,54
22.01.2020,23:00,0,0,0,0,0,52
23.01.2020,00:00,0,0,0,0,0,54
23.01.2020,01:00,0,0,0,0,0,53
23.01.2020,02:00,0,0,0,0,0,54
23.01.2020,03:00,0,0,0,0,0,54
23.01.2020,04:00,0,0,0,0,0,53
23.01.2020,05:00,0,0,0,0,0,51
23.01.2020,06:00,0,0,0,0,0,48
23.01.2020,07:00,0,0,0,0,0,64
23.01.2020,08:00,0,0,0,0,0,79
23.01.2020,09:00,0,0,0,0,0,85
23.01.2020,10:00,0,0,0,0,0,87
23.01.2020,11:00,0,0,0,0,0,78
23.01.2020,12:00,0,0,0,0,0,60
23.01.2020,13:00,0,0,0,0,0,56
23.01.2020,14:00,0,0,0,0,0,60
23.01.2020,15:00,0,0,0,0,0,74
23.01.2020,16:00,0,0,0,0,0,85
23.01.2020,17:00,0,0,0,0,0,92
23.01.2020,18:00,0,0,0,0,0,91
23.01.2020,19:00,0,0,0,0,0,89
23.01.2020,20:00,0,0,0,0,0,89
23.01.2020,21:00,0,0,0,0,0,70
23.01.2020,22:00,0,0,0,0,0,65
23.01.2020,23:00,0,0,0,0,0,65
24.01.2020,00:00,0,0,0,0,0,64
24.01.2020,01:00,0,0,0,0,0,62
24.01.2020,02:00,0,0,0,0,0,61
24.01.2020,03:00,0,0,0,0,0,59
24.01.2020,04:00,0,0,0,0,0,57
24.01.2020,05:00,0,0,0,0,0,56
24.01.2020,06:00,0,0,0,0,0,85
24.01.2020,07:00,0,0,0,0,0,87
24.01.2020,08:00,0,0,0,0,0,82
24.01.2020,09:00,0,0,0,0,0,76
24.01.2020,10:00,0,0,0,0,0,65
24.01.2020,11:00,0,0,0,0,0,59
24.01.2020,12:00,0,0,0,0,0,58
24.01.2020,13:00,0,0,0,0,0,56
24.01.2020,14:00,0,0,0,0,0,56
24.01.2020,15:00,0,0,0,0,0,69
24.01.2020,16:00,0,0,0,0,0,86
24.01.2020,17:00,0,0,0,0,0,92
24.01.2020,18:00,0,0,0,0,0,90
24.01.2020,19:00,0,0,0,0,0,91
24.01.2020,20:00,0,0,0,0,0,77
24.01.2020,21:00,0,0,0,0,0,70
24.01.2020,22:00,0,0,0,0,0,67
24.01.2020,23:00,0,0,0,0,0,62
25.01.2020,00:00,0,0,0,0,0,51
